嗚呼;ꜛaꜜあ
主軸;しゅꜛじく
取捨;ꜛしゅꜜしゃ
儒者;ꜛじゅꜜしゃ
種々;ꜛしゅꜜじゅ
授受;ꜛじゅꜜじゅ
主従;ꜛしゅꜜじゅう
種々雑多;ꜛしゅꜜじゅざった
種々相;しゅꜛじゅꜜそう
手術;ꜛしゅꜜじゅつ
じゅ術;ꜛじゅꜜじゅつ
呪術;ꜛじゅꜜじゅつ
手術室;しゅꜛじゅつꜜし*つ
首相;しゅꜛしょう
主将;しゅꜛしょう
主唱;しゅꜛしょう
首唱;しゅꜛしょう
殊勝;しゅꜛしょう
衆生;しゅꜛじょう
衆生;ꜛしゅꜜじょう
受賞;じゅꜛしょう
授賞;じゅꜛしょう
受章;じゅꜛしょう
樹上;じゅꜛじょう
首相官邸;しゅꜛしょうかんてい
衆生済度;じゅꜛじょうさꜜいど
授賞式;じゅꜛしょꜜうし*き
首相指名;しゅꜛしょうしめい
首唱者;しゅꜛしょꜜうしゃ
受賞者;じゅꜛしょꜜうしゃ
受章者;じゅꜛしょꜜうしゃ
主食;しゅꜛしょく
酒食;しゅꜛしょく
酒色;しゅꜛしょく
酒食;ꜛしゅꜜしょく
酒色;ꜛしゅꜜしょく
主食物;しゅꜛしょくꜜぶつ
主審;しゅꜛしん
主人;ꜛしゅꜜじん
受信;じゅꜛしん
受診;じゅꜛしん
受信機;じゅꜛしꜜんき
主人公;しゅꜛじꜜんこう
受信者;じゅꜛしꜜんしゃ
受信料;じゅꜛしꜜんりょう
繻子;ꜛしゅꜜす
数珠;じゅꜛず
数珠;じゅꜛずꜜ
取水;しゅꜛすい
入水;じゅꜛすい
取水口;しゅꜛすꜜいこう
取水口;しゅꜛすいこう
数珠玉;じゅꜛずだま
数珠つなぎ;じゅꜛずつꜜなぎ~
朱墨;しゅꜛずみ
酒精;しゅꜛせい
守勢;しゅꜛせい
酒税;ꜛしゅꜜぜい
酒税;しゅꜛぜい
受精;じゅꜛせい
授精;じゅꜛせい
主成分;しゅꜛせꜜいぶん
受精卵;じゅꜛせꜜいらん
首席;しゅꜛせき
主席;しゅꜛせき
酒席;しゅꜛせき
手跡;しゅꜛせき
酒石酸;しゅꜛせき*さん
酒石酸;しゅꜛせき*ꜜさん
酒石酸;しゅꜛせꜜき*さん
朱線;しゅꜛせん
酒仙;しゅꜛせん
主戦;しゅꜛせん
守銭奴;しゅꜛせꜜんど
主旋律;しゅꜛせꜜんりつ
主戦論;しゅꜛせꜜんろん
呪詛;ꜛじゅꜜそ
酒造;しゅꜛぞう
受像;じゅꜛぞう
酒造家;しゅꜛぞうか
受像機;じゅꜛぞꜜうき
種族;ꜛしゅꜜぞく
主体;しゅꜛたい
主題;しゅꜛだい
受胎;じゅꜛたい
主題歌;しゅꜛだꜜいか
主題曲;しゅꜛだꜜいきょく
主体性;しゅꜛたいせい
受託;じゅꜛたく
受諾;じゅꜛだく
受託収賄罪;じゅꜛたく*しゅうわꜜいざい
主たる;ꜛしゅꜜたる
主たる;しゅꜛたꜜる
手段;ꜛしゅꜜだん
手談;しゅꜛだん
種畜;しゅꜛちく
手中;しゅꜛちゅう
受注;じゅꜛちゅう
首長;しゅꜛちょꜜう
首長;しゅꜛちょう
首長;ꜛしゅꜜちょう
主張;しゅꜛちょう
腫脹;しゅꜛちょう
首長国;しゅꜛちょꜜうこく
繻珍;しゅꜛちん
術;じゅꜛつꜜ
術;ꜛじゅꜜつ
出演;しゅꜛつえん
出演者;しゅꜛつえꜜんしゃ
出演料;しゅꜛつえꜜんりょう
出火;しゅꜛっか
出荷;しゅꜛっか
述懐;じゅꜛっかい
十界;じゅꜛっかい
十戒;じゅꜛっかい
出荷額;しゅꜛっかꜜが~く
出荷期;しゅꜛっかꜜき
出荷量;しゅꜛっかꜜりょう
出願;しゅꜛつが~ん
出棺;しゅꜛっかん
十干;じゅꜛっかん
十干;じゅꜛっかꜜん
出願者;しゅꜛつが~ꜜんしゃ
出勤;しゅꜛっきん
出金;しゅꜛっきん
出勤者;しゅꜛっきꜜんしゃ
出勤簿;しゅꜛっきꜜんぼ
出家;しゅꜛっけ
出撃;しゅꜛつげ~き
出血;しゅꜛっけつ
出欠;しゅꜛっけつ
出血サービス;しゅꜛっけつ*さꜜあびす
出現;しゅꜛつげ~ん
出庫;しゅꜛっこ
述語;じゅꜛつご~
術語;じゅꜛつご~
術後;じゅꜛつご~
術後;ꜛじゅꜜつご~
出港;しゅꜛっこう
出航;しゅꜛっこう
出向;しゅꜛっこう
出講;しゅꜛっこう
出稿;しゅꜛっこう
熟考;じゅꜛっこう
出獄;しゅꜛつご~く
出国;しゅꜛっこく
術策;じゅꜛっさく
出札;しゅꜛっさつ
出札掛;しゅꜛっさつが~ꜜかり
出札口;しゅꜛっさつꜜぐ~ち
出札所;しゅꜛっさつじょ
出札所;しゅꜛっさつじょꜜ
出産;しゅꜛっさん
出資;しゅꜛっし
出仕;しゅꜛっし
十指;ꜛじゅꜜっし
出資金;しゅꜛっし*きん
出資者;しゅꜛっしꜜしゃ
出社;しゅꜛっしゃ
10種競技;じゅꜛっし*ゅきょꜜうぎ~
十種競技;じゅꜛっし*ゅきょꜜうぎ~
出所;しゅꜛっしょ
出所;ꜛしゅꜜっしょ
出場;しゅꜛつじょう
出生;しゅꜛっしょう
出場権;しゅꜛつじょꜜうけん
出場校;しゅꜛつじょꜜうこう
出場者;しゅꜛつじょꜜうしゃ
出生地;しゅꜛっしょꜜうち
出生率;しゅꜛっしょꜜうりつ
出色;しゅꜛっしょく
出陣;しゅꜛつじん
出身;しゅꜛっしん
出身学校;しゅꜛっしんがꜜっこう
出身校;しゅꜛっしꜜんこう
出身者;しゅꜛっしꜜんしゃ
十進法;じゅꜛっしꜜんほう
十進法;じゅꜛっしんほう
出水;しゅꜛっすい
出世;しゅꜛっせ
出征;しゅꜛっせい
出生;しゅꜛっせい
出生地;しゅꜛっせꜜいち
出生率;しゅꜛっせꜜいりつ
出世魚;しゅꜛっせꜜうお
出世頭;しゅꜛっせが~ꜜしら
出席;しゅꜛっせき
出席者;しゅꜛっせき*ꜜしゃ
出席簿;しゅꜛっせきꜜぼ
出席率;しゅꜛっせきꜜりつ
出世作;しゅꜛっせꜜさく
出走;しゅꜛっそう
出題;しゅꜛつだい
術中;じゅꜛっちゅう
出張;しゅꜛっちょう
出超;しゅꜛっちょう
出張所;しゅꜛっちょうじょ
出張所;しゅꜛっちょうじょꜜ
十手;じゅꜛって
十手;じゅꜛってꜜ
出廷;しゅꜛってい
出典;しゅꜛってん
出店;しゅꜛってん
出展;しゅꜛってん
出土;しゅꜛつど
出動;しゅꜛつどう
出頭;しゅꜛっとう
出入国;しゅꜛつにゅꜜうこく
出馬;しゅꜛつば
出発;しゅꜛっぱつ
出発点;しゅꜛっぱつ*ꜜてん
出発点;しゅꜛっぱꜜつ*てん
出発便;しゅꜛっぱつびん
出版;しゅꜛっぱん
出帆;しゅꜛっぱん
出版業;しゅꜛっぱꜜんぎ~ょう
出版社;しゅꜛっぱꜜんしゃ
出版費;しゅꜛっぱꜜんひ
出版物;しゅꜛっぱꜜんぶつ
出版法;しゅꜛっぱんほう
出版法;しゅꜛっぱꜜんほう
出費;しゅꜛっぴ
出品;しゅꜛっぴん
出兵;しゅꜛっぺい
じゅっ兵;じゅꜛっぺい
恤兵;じゅꜛっぺい
じゅっ兵金;じゅꜛっぺいきん
恤兵金;じゅꜛっぺいきん
じゅっ兵金;じゅꜛっぺꜜいきん
恤兵金;じゅꜛっぺꜜいきん
十返舎一九;じゅꜛっぺんしゃいꜜっく
十返舎一九;じꜛゅっꜜぺんしゃꜛいꜜっく
十方;じゅꜛっぽꜜう
出没;しゅꜛつぼつ
出奔;しゅꜛっぽん
出らん;しゅꜛつらん
出藍;しゅꜛつらん
出漁;しゅꜛつりょう
出力;しゅꜛつꜜりょく
出塁;しゅꜛつるい
受電;じゅꜛでん
衆徒;ꜛしゅꜜと
衆徒;ꜛしゅꜜうと
首都;ꜛしゅꜜと
首都;しゅꜛとꜜ
種痘;しゅꜛとう
酒盗;しゅꜛとう
主導;しゅꜛどう
主動;しゅꜛどう
手動;しゅꜛどう
主導権;しゅꜛどꜜうけん
主導権争い;しゅꜛどうけんあꜜらそい
受動態;じゅꜛどうたい
受動的;じゅꜛどうてき
取得;しゅꜛとく
酒毒;ꜛしゅꜜどく
酒毒;しゅꜛどく
首都圏;しゅꜛとꜜけん
主として;ꜛしゅꜜとし*て
主として;しゅꜛとꜜし*て
受難;じゅꜛなん
受難曲;じゅꜛなꜜんきょく
ジュニア;ꜛじゅꜜにあ
ジュニアカレッジ;じゅꜛにあかꜜれっじ
朱肉;しゅꜛにく
授乳;じゅꜛにゅう
主任;しゅꜛにん
主任制;しゅꜛにんせい
朱塗り;しゅꜛぬり
首脳;しゅꜛのう
受納;じゅꜛのう
首脳会談;しゅꜛのうかꜜいだん
首脳者;しゅꜛのꜜうしゃ
首脳陣;しゅꜛのꜜうじん
首脳部;しゅꜛのꜜうぶ
種馬;ꜛしゅꜜば
酒杯;しゅꜛはい
受配;じゅꜛはい
じゅ縛;じゅꜛばく
呪縛;じゅꜛばく
主犯;しゅꜛはん
襦袢;じゅꜛばん
襦袢;じꜛばん
主犯格;しゅꜛはꜜんかく
守備;ꜛしゅꜜび
首尾;ꜛしゅꜜび
首尾;しゅꜛび
樹皮;ꜛじゅꜜひ
首尾一貫;ꜛしゅꜜびいっかん
守備陣;しゅꜛびꜜじん
守備隊;しゅꜛびたい
主筆;しゅꜛひ*つ
朱筆;しゅꜛひ*つ
守備兵;しゅꜛびꜜへい
種苗;しゅꜛびょう
樹氷;じゅꜛひょう
首尾よく;ꜛしゅꜜびよく
首尾よく;しゅꜛびよꜜく
首尾よく;しゅꜛびꜜよく
守備力;しゅꜛびꜜりょく
主賓;しゅꜛひん
溲瓶;しゅꜛびん
尿瓶;しゅꜛびん
主婦;ꜛしゅꜜふ
首府;ꜛしゅꜜふ
主部;ꜛしゅꜜぶ
シュプール;しゅꜛぷꜜうる
シュプレヒコール;しゅꜛぷれひ*こꜜうる
主婦連;しゅꜛふꜜれん
主文;しゅꜛぶん
受粉;じゅꜛふん
授粉;じゅꜛふん
手兵;しゅꜛへい
酒癖;しゅꜛへき
種別;ꜛしゅꜜべつ
種別;しゅꜛべつ
酒保;ꜛしゅꜜほ
手法;しゅꜛほう
主峰;しゅꜛほう
主砲;しゅꜛほう
首謀;しゅꜛぼう
首謀者;しゅꜛぼꜜうしゃ
種ぼ馬;しゅꜛぼꜜば
種牡馬;しゅꜛぼꜜば
朱盆;しゅꜛぼん
趣味;ꜛしゅꜜみ
シュミーズ;しゅꜛみꜜいず
須弥山;しゅꜛみꜜせん
主見出し;しゅꜛみꜜだし
しゅみ壇;しゅꜛみꜜだん
須弥壇;しゅꜛみꜜだん
しゅみ壇;しゅꜛみだん
須弥壇;しゅꜛみだん
主脈;しゅꜛみゃく
寿命;じゅꜛみょう
主命;しゅꜛめい
主命;ꜛしゅꜜめい
受命;じゅꜛめい
主馬寮;しゅꜛめꜜりょう
種目;しゅꜛもく
撞木;しゅꜛもく
種目;ꜛしゅꜜもく
撞木;ꜛしゅꜜもく
樹木;ꜛじゅꜜもく
樹木医;じゅꜛもくꜜい
撞木杖;しゅꜛもくずꜜえ
撞木杖;しゅꜛもくづꜜえ
しゅ物;ꜛしゅꜜもつ
腫物;ꜛしゅꜜもつ
しゅ物;しゅꜛもつ
腫物;しゅꜛもつ
じゅ文;じゅꜛもん
呪文;じゅꜛもん
主役;しゅꜛやく
授与;ꜛじゅꜜよ
主要;しゅꜛよう
腫瘍;しゅꜛよう
需要;じゅꜛよう
受容;じゅꜛよう
需要期;じゅꜛよꜜうき
需要者;じゅꜛよꜜうしゃ
需要量;じゅꜛよꜜうりょう
主翼;しゅꜛよく
主翼;ꜛしゅꜜよく
授与式;じゅꜛよꜜし*き
修羅;ꜛしゅꜜら
入洛;じゅꜛらく
修羅場;しゅꜛらꜜじょう
修羅場;しゅꜛらじょう
修羅道;しゅꜛらꜜどう
修羅道;しゅꜛらどう
修羅場;しゅꜛらば
修羅場;しゅꜛらばꜜ
修羅物;しゅꜛらもの
修羅物;しゅꜛらꜜもの
ジュラルミン;じゅꜛらるみん
酒乱;しゅꜛらん
酒乱;ꜛしゅꜜらん
受理;ꜛじゅꜜり
手裏剣;しゅꜛりけん
樹立;じゅꜛりつ
主流;しゅꜛりゅう
手りゅう弾;しゅꜛりゅꜜうだん
手榴弾;しゅꜛりゅꜜうだん
主流派;しゅꜛりゅうは
首領;しゅꜛりょう
狩猟;しゅꜛりょう
酒量;しゅꜛりょう
受領;じゅꜛりょう
主力;しゅꜛりょく
主力;ꜛしゅꜜりょく
主力株;しゅꜛりょく*ꜜかぶ
主力株;しゅꜛりょꜜく*かぶ
主力艦;しゅꜛりょく*かん
主力艦;しゅꜛりょく*ꜜかん
樹林;じゅꜛりん
種類;ꜛしゅꜜるい
種類分け;しゅꜛるいわけ
樹齢;じゅꜛれい
シュレッダー;しゅꜛれꜜっだあ
手練;ꜛしゅꜜれん
手練;しゅꜛれん
棕櫚;しゅꜛろ
棕櫚;ꜛしゅꜜろ
入牢;じゅꜛろう
棕櫚竹;しゅꜛろち*く
しゅろ縄;しゅꜛろなわ
棕櫚縄;しゅꜛろなわ
棕櫚箒;しゅꜛろぼꜜうき
手話;ꜛしゅꜜわ
受話器;じゅꜛわꜜき
手腕;ꜛしゅꜜわん
手腕;しゅꜛわん
手腕家;しゅꜛわんか
春;ꜛしゅꜜん
俊;ꜛしゅꜜん
旬;しゅꜛん
純;ꜛじゅꜜん
準;ꜛじゅꜜん
順;じゅꜛん
純愛;じゅꜛんあい
順位;ꜛじゅꜜんい
准尉;ꜛじゅꜜんい
純一無二;じゅꜛんいつむꜜに
俊英;しゅꜛんえい
純益;じゅꜛんえき
純益;ꜛじゅꜜんえき
順延;じゅꜛんえん
巡演;じゅꜛんえん
順送り;じゅꜛんおꜜくり
純化;ꜛじゅꜜんか
純化;じゅꜛんか
順化;じゅꜛんか
巡回;じゅꜛんかい
春夏秋冬;ꜛしゅꜜんかしゅうとう
潤滑油;じゅꜛんかつꜜゆ
潤滑油;じゅꜛんかつゆ
瞬間;しゅꜛんかん
循環;じゅꜛんかん
旬刊;じゅꜛんかん
旬間;じゅꜛんかん
循環器;じゅꜛんかꜜんき
准看護婦;じゅꜛんかんご~ꜜふ
春期;ꜛしゅꜜんき
春季;ꜛしゅꜜんき
春菊;ꜛしゅꜜんぎ~く
春菊;しゅꜛんぎ~く
順逆;じゅꜛんぎ~ゃく
順逆;ꜛじゅꜜんぎ~ゃく
準急;じゅꜛんきゅう
しゅん拒;ꜛしゅꜜんきょ
峻拒;ꜛしゅꜜんきょ
準拠;ꜛじゅꜜんきょ
春暁;しゅꜛんぎ~ょう
順境;じゅꜛんきょう
殉教;じゅꜛんきょう
巡業;じゅꜛんぎ~ょう
殉教者;じゅꜛんきょꜜうしゃ
純金;じゅꜛんきん
純銀;じゅꜛんぎ~ん
純銀;じゅꜛんぎん
準禁治産;じゅꜛんきんち*ꜜさん
準禁治産;じゅꜛんきんじꜜさん
順繰り;じゅꜛんぐ~り
順繰り;じゅꜛんぐ~ꜜり
春慶塗;しゅꜛんけいぬり
純潔;じゅꜛんけつ
純血;じゅꜛんけつ
純潔教育;じゅꜛんけつ*きょꜜういく
準決勝;じゅꜛんけꜜっしょう
しゅん厳;しゅꜛんげ~ん
峻厳;しゅꜛんげ~ん
竣工;しゅꜛんこう
巡行;じゅꜛんこう
巡航;じゅꜛんこう
殉国;じゅꜛんこく
巡査;ꜛじゅꜜんさ
巡査;じゅꜛんさ
俊才;しゅꜛんさい
蓴菜;じゅꜛんさい
巡査長;じゅꜛんさꜜちょう
巡察;じゅꜛんさつ
春蚕;しゅꜛんさん
瞬時;ꜛしゅꜜんじ
巡視;じゅꜛんし
殉死;じゅꜛんし
順次;ꜛじゅꜜんじ
巡視船;じゅꜛんし*せん
春日;しゅꜛんじつ
旬日;じゅꜛんじつ
巡視艇;じゅꜛんし*てい
準社員;じゅꜛんしゃꜜいん
順守;ꜛじゅꜜんしゅ
俊秀;しゅꜛんしゅう
春秋;しゅꜛんじゅう
春秋;ꜛしゅꜜんじゅう
しゅん巡;しゅꜛんじゅん
逡巡;しゅꜛんじゅん
順々;じゅꜛんじゅꜜん
醇々;じゅꜛんじゅん
準々決勝;じゅꜛんじゅんけꜜっしょう
順序;ꜛじゅꜜんじょ
春宵;しゅꜛんしょう
准将;じゅꜛんしょう
純情;じゅꜛんじょう
殉職;じゅꜛんしょく
潤色;じゅꜛんしょく
春色梅暦;しゅꜛんしょくうめご~ꜜよみ
順序立てる;じゅꜛんじょだてꜜる
純所得;じゅꜛんしょꜜとく
準じる;じゅꜛんじる
準じる;じゅꜛんじꜜる
純真;じゅꜛんしん
純粋;じゅꜛんすい
純水;じゅꜛんすい
準ずる;じゅꜛんずる
殉ずる;じゅꜛんずる
準ずる;じゅꜛんずꜜる
殉ずる;じゅꜛんずꜜる
純正;じゅꜛんせい
春雪;しゅꜛんせつ
浚渫;しゅꜛんせつ
しゅんせつ船;しゅꜛんせつ*せん
純然;じゅꜛんぜん
俊足;しゅꜛんそく
準則;じゅꜛんそく
潤沢;じゅꜛんたく
春暖;しゅꜛんだん
順調;じゅꜛんちょう
順手;じゅꜛんて
春泥;しゅꜛんでい
純度;ꜛじゅꜜんど
春闘;ꜛしゅꜜんとう
順当;じゅꜛんとう
殉難;じゅꜛんなん
順に;じゅꜛんに
順応;じゅꜛんのう
順応性;じゅꜛんのうせい
巡拝;じゅꜛんぱい
純白;じゅꜛんぱく
瞬発力;しゅꜛんぱつꜜりょく
順番;じゅꜛんばん
準備;ꜛじゅꜜんび
準備金;じゅꜛんびきん
準備金;じゅꜛんびꜜきん
俊敏;しゅꜛんびん
春風;しゅꜛんぷう
順風;じゅꜛんぷう
純風;じゅꜛんぷう
純風美俗;じゅꜛんぷうびꜜぞく
順風満帆;じゅꜛんぷうまんぱん
春分;しゅꜛんぶん
純分;じゅꜛんぶん
純文学;じゅꜛんぶꜜんが~く
しゅん別;しゅꜛんべつ
峻別;しゅꜛんべつ
順法;じゅꜛんぽう
順奉;じゅꜛんぽう
旬報;じゅꜛんぽう
順法闘争;じゅꜛんぽうとꜜうそう
純朴;じゅꜛんぼく
春眠;しゅꜛんみん
駿馬;ꜛしゅꜜんめ
純綿;じゅꜛんめん
純毛;じゅꜛんもう
準優勝;じゅꜛんゆꜜうしょう
準用;じゅꜛんよう
巡洋艦;じゅꜛんようかん
春雷;しゅꜛんらい
春蘭;ꜛしゅꜜんらん
巡覧;じゅꜛんらん
純理;ꜛじゅꜜんり
純利;ꜛじゅꜜんり
純利益;じゅꜛんりꜜえき
純良;じゅꜛんりょう
順良;じゅꜛんりょう
巡礼;じゅꜛんれい
巡歴;じゅꜛんれき
しゅん烈;しゅꜛんれつ
峻烈;しゅꜛんれつ
順列;じゅꜛんれつ
順路;ꜛじゅꜜんろ
署;ꜛしょꜜ
書;ꜛしょꜜ
書;しょ
自余;ꜛじꜜよ
序;じょ
序;ꜛじょꜜ
諸悪;ꜛしょꜜあく
叙位;ꜛじょꜜい
女医;じょꜛい
女医;ꜛじょꜜい
しょい上げ;しょꜛいあげ~
背負い上げ;しょꜛいあげ~
背負子;しょꜛいこ
しょい込み;しょꜛいこみ
背負い込み;しょꜛいこみ
しょい込む;しょꜛいこꜜむ
初一念;しょꜛいちꜜねん
初一念;しょꜛいꜜちねん
しょい投げ;しょꜛいなげ~
署員;ꜛしょꜜいん
所員;ꜛしょꜜいん
所員;しょꜛいん
書院;しょꜛいん
書院造り;しょꜛいんずꜜくり
書院造り;しょꜛいんづꜜくり
ジョイント;じょꜛいんと
背負う;しょꜛう
初演;しょꜛえん
初縁;しょꜛえん
助演;じょꜛえん
私用;しꜛよう
使用;しꜛよう
試用;しꜛよう
飼養;しꜛよう
止揚;しꜛよう
子葉;しꜛよう
仕様;しꜛよう
枝葉;しꜛよう
枝葉;ꜛしꜜよう
しよう;しꜛよう
しよう;しょꜛう
小;ꜛしょꜜう
証;ꜛしょꜜう
章;ꜛしょꜜう
賞;ꜛしょꜜう
衝;ꜛしょꜜう
将;ꜛしょꜜう
妾;ꜛしょꜜう
性;ꜛしょꜜう
商;ꜛしょꜜう
称;ꜛしょꜜう
省;ꜛしょꜜう
荘;ꜛしょꜜう
笙;ꜛしょꜜう
ショー;ꜛしょꜜう
滋養;じꜛよう
上;ꜛじょꜜう
場;ꜛじょꜜう
丈;ꜛじょꜜう
乗;ꜛじょꜜう
条;ꜛじょꜜう
帖;ꜛじょꜜう
嬢;ꜛじょꜜう
錠;じょꜛう
情;じょꜛう
情愛;じょꜛうあい
掌握;しょꜛうあく
ショーアップ;しょꜛうあꜜっぷ
少尉;ꜛしょꜜうい
小異;ꜛしょꜜうい
傷い;ꜛしょꜜうい
傷痍;ꜛしょꜜうい
上位;ꜛじょꜜうい
情意;ꜛじょꜜうい
譲位;ꜛじょꜜうい
上意;ꜛじょꜜうい
攘夷;ꜛじょꜜうい
小委員会;しょꜛういいꜜんかい
上意下達;ꜛじょꜜういかたつ
傷い軍人;しょꜛういぐꜜんじん
焼い弾;しょꜛういꜜだん
焼夷弾;しょꜛういꜜだん
勝因;しょꜛういん
証印;しょꜛういん
承引;しょꜛういん
上院;じょꜛういん
冗員;じょꜛういん
乗員;じょꜛういん
上院議員;じょꜛういんぎꜜいん
小雨;ꜛしょꜜうう
ショーウインドー;しょꜛうういꜜんどう
常打ち;じょꜛううち
小宇宙;しょꜛううꜜちゅう
勝運;しょꜛううん
上映;じょꜛうえい
省エネ;しょꜛうえね
小宴;しょꜛうえん
招宴;しょꜛうえん
硝煙;しょꜛうえん
荘園;しょꜛうえん
上演;じょꜛうえん
情炎;じょꜛうえん
上演料;じょꜛうえꜜんりょう
女王;じょꜛおꜜう
照応;しょꜛうおう
女王ばち;じょꜛおꜜうばち
